id_producto|productos_ean|productos_descripcion|productos_cantidad_presentacion|productos_unidad_medida_presentacion|productos_marca
7896042082110|1|PORTA PAPILLA PLASUTIL C/CUCH.OSO 320 ml|1|uni.|SIENA SA (PLASUTIL)
7791337009622|1|YOGUR BEBIBLE SAB.VAINILLA SER SCH 900 GRM|900|grm|SER
7793253004729|1|LIMPIADOR LIQ.DESINFECTANTE MARINA AYUDÍN BOT 900 ML|900|ml|AYUDIN
7795541022033|1|BSA DE RES PPCIO NGA50X70|30.00|unidad|PRIMER PRECIO
7896075035718|1|SARTEN ATTRAYANT 24 cm.|1|uni.|MERCATOR S.A
7790940233240|1|PROTECTORES DIARIOS DONCELLA S/PERFUME PAQ 20 UNI|20|uni|DONCELLA
7796962000211|1|SMART TV LG 65 NANOCELL . . .|1|uni|LG
7790314079672|1|VINO MALBEC DILEMA BOT 750 ML|750|ml|DILEMA
7790520999269|1|LIMPIADOR LIQ.DESINF.BAÑO LYSOFORM DOY 450 CMQ|450|ml|LYSOFORM
0659525879112|1|AZUCAR LA CAMPECHANA PAQ 1 KGM|1|kgm|LA CAMPECHANA
7798187211267|1|BATATAS QUENTO 130GRS|130.00|gr|QUENTO
7795555888892|1|DULCE TITI MORAS|450.00|gr|TITI
7794170051292|1|TOALLA ARCO IRIS DETROIT 50x85cm|1|uni.|SAHADE S.A.
7790070433176|1|PAN RALLADO FORTIFICADO PREFERIDO PAQ 1 KGM|1|kgm|PREFERIDO
0714604215110|1|CROQUETAS D/ARVEJAS Y ZAPALL. CASA VEGANA X 300 GRM|300|grm|CASA VEGANA
7793008017950|1|PROT SOLAR VN FPS 30|120.00|cm3|VILLENEUVE
7790828103344|1|JABON EN PAN GIGANTE 2x200gr|400|Gr|JOSE GUMA S.A.
7794940000628|1|EDULCORANTE HILERET ZUCRA 200sobres|200|uni.|LA CUMBRE SAN LUIS
7790070760630|1|VINO DULCE ROSADO BENJAMIN BOT 750 ML|750|ml|BENJAMIN
7798124362052|1|SUAVIZANTE FLORES SILVELTRES INTENSE ECOVITA DOY 900 ML|900|ml|ECOVITA
8009460000119|1|GRAPPA CANDOLINI BOT 1 LTR|1000|ml|CANDOLINI
7798001563015|1|POSTRE GELAT MANZ CREMIGA|110.00|gr|CREMIGAL
7794321008007|1|PAÑO MULTIUSO TASK X3|3.00|unidad|TASK
7500435202732|1|AC H&S ARGAN|300.00|cm3|HEAD&SHOULDERS
7910123354146|1|*CONTENEDOR HERM.VIDRIO RECT 850ml|10|uni.|EUROKITCHEN S.R.L
7791728002690|1|VINO MALBEC ALAMBRADO BOT 750 CC|750|cmq|ALAMBRADO
7794000009158|1|KNORR MIX SAB HONGOS|24.00|gr|KNORR
0194850946011|1|NOTEB HP PB445G7 R5-4500U|1.00|unidad|HP
0720665958019|1|PAN MOLDE C/SEM DON CARLO|500.00|gr|DON CARLOS
7790040123434|1|SALADIX GALLETITAS SAB.KESITOS X80G|1.00|unidad|Sin Marca
7792342000017|1|AZUCAR IMPALPABLE GLORIA 200 GR|200|Gr|PRODUCTOS GLORIA De Maria Leonor Bertone
7798157740100|1|GALL.MARINERAS OLIVA-PARMESANO RIANITOS PAQ 170 GRM|170|grm|RIANITOS
7500435219655|1|ESPUMA D/AFEITAR FOAMY SENSITIVE GILLETTE AER 312 GRM|312|grm|GILLETTE
7791102051399|1|PORTA CEPILLO DENTAL COOP|1.00|unidad|COOPERATIVA
7790733072056|1|JARRA COLOMBRARO FACETADA C/TAPA 1,25lt|1|uni.|COLOMBRARO
7798334580024|1|*RISSOTTO DE HONGOS MOLE 200 GR.|200|Gr|MOLE S.R.L.
7790240094466|1|VINO CABERNET SAUVIGNON TRAPICHE RESERVA BOT 750 CC|750|cmq|TRAPICHE RESERV
0000080220718|1|LICOR STREGA BOT 700 ML|700|cmq|STREGA
7790520031518|1|LIMP.MULT.SUP.FLORAL BLEM DOY 400 ML|400|ml|BLEM
7792180145161|1|EDULCORANTE CLÁSICO CAÑUELAS BOT 400 ML|400|ml|CAÑUELAS
7791600571429|1|COLONIA PINO COLBERT 60cc|60|cc|CANNON PUNTANA S.A.
7798038312402|1|CHUPETE DISPITA SILIC.ANAT.LUMINOSO 1un|1|uni.|DISPITA
7798038312686|1|MAMADERA DISPITA AGUJERITO T/SILIC. 250c|1|uni.|DISPITA
7509552844405|1|ACOND.REPARADOR GOODBYE DAÑOS GARNIER FRUCTIS BOT 350 ML|350|ml|GARNIER FRUCTIS
7622201746032|1|GALL.SALVADO C/CEREAL INTEG. X3 CEREALITAS PAQ 624 GRM|624|grm|CEREALITAS
7796885456164|1|AIRE TOP HOUSE INV 3500W THSI35WCGT . . .|1|uni|TOP HOUSE
7791758118309|1|FREEZER GAFA M210AB|1.00|unidad|GAFA
8718699631260|1|LAMPARA PHILIPS ECOHOME MINI 4W.FRIA|1|uni.|TRANS.SRL
7790360026576|1|HAMBURGUESA CLASICA X 4 SWIFT|320|grm|SWIFT
7798304840431|1|HELADO DUL.D/LECH.GRANIZ.CHOC. FRUTI.FRIGOR BDE 1000 GRM|1000|grm|FRIGOR
7790990000601|1|SUAVIZANTE P/ROPA AIRES D/BAMBÚ SUAVE DOY 900 ML|900|grm|SUAVE FEDERAL
7891361233540|1|TAZA TE C/PLATO JEANS 2art.|2|uni.|MERCATOR S.A
7500435191456|1|SHAMPOO NUTRITIVO COLÁGENO PANTENE BOT 510 ML|510|ml|PANTENE
7798103861224|1|VINO MERLOT RESERVE SOPHENIA BOT 750 ML|750|ml|F.SOPHENIA
7790927812932|1|TRAPO D/PISO BLANCO REFORZ.M MEDIA NARANJA X 1 UNI|1|uni|MEDIA NARANJA
7790199604181|1|BIZCOCHUELO SAB.VAINILLA MORIXE CJA 540 GRM|540|grm|MORIXE
7500435159234|1|ACONDIC.FUERZA DE RAÍZ HEAD SHOULDERS POM 300 ML|300|ml|HEAD SHOULDERS
7891024131183|1|ENJUAGUE BUCAL COLGATE PLAX FRESH MINT 30% DESC BOT 500 ML|500|ml|COLGATE PLAX
5000299618424|1|GIN BEEFEATER DRY BOT 1 LTR|1000|ml|BEEFEATER
7790139101961|1|ACETO BALSAMICO GLAZE AJI PICANTE CASALTA BOT 250 ML|250|ml|CASALTA
7790710334634|1|YERBA MATE SILUETA CORMILLOT CBSE PAQ 500 GRM|500|grm|CBSE
4711636224116|1|NOTEB ASUS VIVOOBOOK R5|1.00|unidad|ASUS
7791843025949|1|VINO HNOS TORMENTA MAL VI|750.00|cm3|HERMANOS TORMENTA
7790639003925|1|GASEOSA POMELO SUAVE CUNNINGTON BOT 1500 CMQ|1500|cmq|CUNNINGTON
7790314072314|1|VINO TINTO MALBEC RESERVE LOS HELECHOS BOT 750 ML|750|ml|LOS HELECHOS
7793890260892|1|PAN INTEGRAL C/MASA MADRE ARTESANO BSA 500 GRM|500|grm|ARTESANO
7790863000073|1|EDULCORANTE BAJA CAL.CLASSIC DULKRE CJA 40 GRM|40|grm|DULKRE
7798125810347|1|CINTITAS TOSTEX QUESO|125.00|gr|TOSTEX
7794122013101|1|POXI-RAN S/TOLUENO 23gr|23|Gr|CASALI SRL
7798157740094|1|GALL.MARINERAS ORIGINAL RIANITOS PAQ 170 GRM|170|grm|RIANITOS
7792180136770|1|TULIPA MARMOLADA 110 GRM|110|grm|COTO
7798311610355|1|PAÑAL DELUXE T:XG TODDLER PAQ 30 UNI|30|uni|TODDLER
7798125155615|1|QUITAMANCHAS MERCLIN VINO TE Y CAFE 60 M|60|ml|NESTOR P.CARRARA S.R.L.
7798111931865|1|MOUSSE STYLING ESPUMA MODELADORA 250cc|250|cc|MARCAS S.R.L.
7798175718709|1|*BODY NATURAL SPIRIT PEAR PUNCH 250ml|250|ml|OBIS S.A.
7792170555512|1|AVENA EXTRA FINA QUAKER PAQ 470 GRM|470|grm|QUAKER
0000080052487|1|BOMBON RAFFAELLO COCO ALMENDRA PAQ 30 GRM|30|grm|RAFFAELLO
7794626015342|1|PAÑALES HUGGIES CLASSIC G|36.00|unidad|HUGGIES
7791600272593|1|ESTUCHE ACQUA DI COLBERT(|1.00|unidad|AQUA COLBERT
7793613250155|1|MANTEL FIELDERSTADT ESTAMP.RECT. 2,40mts|1|uni.|LANTERMO S.A
7791290796454|1|JABÓN LIQ.CON.FRESCURA ACTIVA SKIP DOY 800 ML|800|ml|SKIP
7793323004185|1|PIMENTON X50GR DICOMERE|50|grm|DICOMERE
7790770602087|1|TOALLA FEM.NORMAL CALIPSO PAQ 16 UNI|16|uni|CALIPSO
0041570029701|1|ALMENDRAS SALADAS BLUE DIAMOND LAT 170 GRM|170|grm|BLUE DIAMOND
7796962991939|1|AIRE LG F/C INV DUALCOOL 3520W . . .|1|uni|LG
7501064106859|1|CERVEZA CORONA 710cc|710|cc|CERVECERIA Y MALTERIA QUILMES SAIC Y G.
7798304841582|1|HELADO OREO POT 500 GRM|500|grm|OREO
7790742665027|1|BEBID.LACT.FORTI.BEBIBLE SAB. FRUTI.LA SERENISIMA SCH 900 ML|900|ml|LA SERENISIMA
7798187210178|1|PF QUENTO PAY|110.00|gr|QUENTO
0076625227924|1|PAN LACTAL SALV DON MICHE|500.00|gr|DON MICHELLI
7790070335937|1|FID.TIRABUZÓN N°34 3 VEG.VIT. MATARAZZO PAQ 500 GRM|500|grm|MATARAZZO
7509552902853|1|ACONDICIONADOR NUTRI LISS ELVIVE BOT 200 ML|200|ml|ELVIVE
8445290585004|1|ALIM.P/GATOS ADULTOS S/PESCADO Y SALMÓN GATI BOL 3 KGM|3|kgm|GATI
7790139003654|1|ALCOHOL GEL PORTA NEUTRO|250.00|cm3|PORTA
7790681000262|1|MAIZ EGIPCIANA BLANCO|400.00|gr|LA EGIPCIANA
7791762486265|1|REPUESTO EXITO ECOL.RAYADO 288Hojas|288|uni.|LEDESMA S.A.A.I. BOIXADOS
7794000007826|1|SALSA BARBACOA HELLMANN´S 1 KG.|1|Kg|UNILEVER DE ARG.(FOOD SOLUTIONS)
7798160225663|1|MEDALLONES D/POLLO GRUPOLAR PAQ 320 GRM|320|grm|GRUPOLAR
7798111062224|1|YOGUR BATIDO ENT.SAB.FRUTILLA YATASTO POT 125 GRM|125|grm|YATASTO
7790071080416|1|TOSTADAS DE ARROZ SIN SAL LIBRES RIERA PAQ 150 GRM|150|grm|RIERA
7509552923933|1|COLORACION N°60 CAPUCCINO CLASICO NUTRISSE CJA 1 UNI|1|uni|NUTRISSE
0722776003534|1|ENDULZANTE STEVIA X25 SOB. SPLENDA CJA 20 GRM|20|grm|SPLENDA
7792540260138|1|AZUCAR LEDESMA CLASICA|1.00|kg|LEDESMA
7790691014976|1|JARRO MUGG DAYSAL GRANJ.C/SORB.F 1un|2|uni.|DAYSAL S.R.L.
8906078269306|1|GALL.DULC MANTEC.FLOR.ROJAS CREMICA LAT 144 GRM|144|grm|CREMICA
0000077976468|1|ANTITRANSPIRANTE PLUSBELLE ORIGINAL ROL 50 ML|50|ml|PLUSBELLE
7790950133288|1|AMARGO TERMA LIMÓN CERO BOT 1.35 LT|1350|cmq|TERMA
7790990003794|1|JAB POLVO ZORRO BICARBONA|400.00|gr|ZORRO
7790070104304|1|ACEITE OLIVA COCINERO EXT|900.00|cm3|COCINERO
7794170019896|1|TOALLON ARCO IRIS DETROIT 80x150|1|uni.|SAHADE S.A.
5099873038758|1|WHISKEY GENTLEMAN JACK DANIELS BOT 700 ML|700|ml|JACK DANIELS
7792180142115|1|POLVO P/BIZCOCHUELO SAB.NARAN. MAMÁ COCINA PAQ 540 GRM|540|grm|MAMA COCINA
7790022000340|1|ARROZ MANDISOVI LARGO/F.INTEGRAL 1 KG.|1|Kg|MOLINO ARROCERO RIO PARANA
7896001025189|1|CEPILLO LANOSSI OVALADO 1 UNI.|1|uni.|MARCAS S.R.L.
7792459100068|1|BROCHE TRANSPARENTE BEIGE GAUCHITA PAQ 12 UNI|12|uni|GAUCHITA
7790945007235|1|VINO MERLOT NINA GRAN BOT 750 ML|750|ml|NINA GRAN
0000075082741|1|ANTITRANSPIRANTE INVIS.CARE DOVE BAR 53 GRM|53|grm|DOVE
7790520020819|1|DESOD.BAÑO DISCOS ACT PATO  FRESH RTO BLI 38 GRM|38|grm|PATO PURIFIC
0000077982735|1|ACO SEDAL CR BALANCE|10.00|cm3|SEDAL
7790560002509|1|GUANTES SEDMETAL CHICOS|1.00|unidad|SED METAL
7791600040147|1|LOCION COQUETERIAS 80cc|80|cc|CANNON PUNTANA S.A.
7792459790191|1|MOPA REPUESTO TIPO CHENILLE LA GAUCHITA X 1 UNI|1|uni|LA GAUCHITA
3073781216370|1|MINI FYMBO BABYBEL PAK 110 GRM|100|grm|BABYBEL
7790580129965|1|JUGO EN POLVO NARANJA DULCE BC SOB 7 GRM|7|grm|BC
7791102071342|1|HAMB SBRA TORO CONG X12|972.00|gr|SOMBRA DE TORO
4894947016844|1|CEL TECNO SPARK 20C 256 B|1.00|unidad|TECNO
7791118012933|1|SALSA LHERITIER DDL|500.00|gr|LHERITIER
7791293049786|1|MASC SEDAL TRAT PREBIOTIC|300.00|gr|SEDAL
0070330734395|1|MAQ.AFEITAR CONFORT 3 ACTION NORMAL 4X3 BIC BLI 4 UNI|4|uni|BIC
7791130002431|1|ABRILLANTADOR FINISH  BOT 400 ML|400|ml|FINISH
7797222007094|1|PEINE DE COLA TAO BLI 1 UNI|1|uni|TAO
7790045827511|1|GALLE.CRACKERS SALVADO GRANIX PAQ 210 GRM|210|grm|GRANIX
7797942005035|1|VINO BLANCO CLÁSICO FINCA NATALINA BOT 750 ML|750|ml|F/NATALINA
7790415131217|1|VINO CABERNET SAUVIGNON LOLA BOT 750 ML|750|ml|LOLA
7790349851694|1|OBLEA CHOCOLATE PAQ 100 GRM|100|grm|Z
7791102010181|1|BROCHES COOPERATIVA|12.00|unidad|COOPERATIVA
7798024766417|1|ENSALADA MIX VEG.C/PECHUGUITAS AL SESAMO X UN|1.00|unidad|Sin Marca
7799155000982|1|VILLA DEL SUR LEVITE S/G POMELO PET X 500cc|1.00|unidad|Sin Marca
7500435176477|1|*CREMA DENT.ORALB CHARC COCONUT 102 gr.|102|Gr|GLAM DISTRIBUCIONES SRL
7791540045745|1|ESPUMANTE BLANCO DADA SWEET DULCE NATURAL BOT 750 ML|750|ml|DADA
7793913013511|1|QUESO RALLADO TREGAR PAQ 120 GRM|120|grm|TREGAR
7796962001386|1|SMART TV NOBLEX 55 4K 91DV55X8580|1|uni|NOBLEX
7798368780094|1|VINO MALBEC  LIBERTAD GRAZIE MILLE BOT 750 ML|750|ml|GRAZIE MILLE
7790150497852|1|COCI ALI BOLSA FINAS HIER|30.00|gr|ALICANTE
7790380029083|1|CARAMELOS MASTICABLES SURTIDOS FLYNN PAFF PAQ 504 GRM|504|grm|FLYNN PAFF
7790130000317|1|VINAGRE DE MANZANA ALCAZAR BOT 1000 CC|1000|cmq|ALCAZAR
7790580134235|1|CARAM ARCOR RELL FRUTALES|140.00|gr|ARCOR
7798187760277|1|ZAFRAN BARRA DE CEREAL CAJU/ZAPALLO 28G|1.00|unidad|Sin Marca
7509552902860|1|ACONDICIONADOR NUTRI LISS ELVIVE BOT 400 ML|400|ml|ELVIVE
7792459165036|1|ESPONJA D/ACERO INOXIDABLE 50 GR GO PAQ X1 UNI|1|uni|GO
7798377530116|1|SALSA A BASE D/PALTA CONGELADA GUACAMALE SCH 400 GRM|400|grm|GUACAMALE
7798152260177|1|VINO MALBEC AGUIJÓN DE ABEJA BOT 750 ML|750|ml|AGUIJON ABEJA
0196068318123|1|NOT HP 14-DK1510LA 3020E|1.00|unidad|HP
0756058669873|1|NOTEBOOK GFAST N-737-R|1.00|unidad|GFAST
7792758371794|1|GAS SECCO LIMA LIMON S/AZ|2250.00|cm3|SECCO
7793613002020|1|REPASADOR PREMIUN RAYAS MULTICOLOR 44x57|1|uni.|LANTERMO S.A
7790520992987|1|AUTOBRILLO BLEM PISOS NEGRO BOTELLA 800|800|ml|MAGNUM S.A.(JOHNSON)
7795643003626|1|GALL.DULC.DOBLINAS SAB.FRAMB. FRUTILL.CILO PAQ 160 GRM|160|grm|CILO
7791203002443|1|VINO BLANCO WHITE BLEND LUIGI BOSCA BOT 750 ML|750|ml|LUIGI BOSCA
4006000172514|1|PROTEC.SOLAR FACIAL TONO CLARO FPS 50 NIVEA CJA 40 ML|40|ml|NIVEA
8718699615215|1|PLAFON PHILIPS REDONDO 17x5cm 12W.FRIA|1|uni.|TRANS.SRL
6910255711146|1|CORTINA BAÑO TEFLON BORDADA 180x180cm|1|uni.|LANTERMO S.A
4006000040356|1|CREMA CORP.HIDRAT.EXPR.P/PIEL NORMAL A SECA NIVEA BOT 250 ML|250|ml|NIVEA
7798141132751|1|YOGUR HELADO GRIEGO KARINAT POT 320 GRM|320|grm|KARINAT
7790580151133|1|CARAMELOS RELL.SPLASH EXTEME MOGUL FWP 72 GRM|72|grm|MOGUL
7840131004392|1|GRISINES CEBOLLA BIIMBO|75.00|gr|BIMBO
7791058790342|1|YOG MANFREY DES FIRME FRU|140.00|gr|MANFREY
7790577039987|1|VINO CABERNET-SYRAH RUTINI BOT 750 CC|750|cmq|RUTINI
7791728247671|1|VINO MALBEC RESERVA SANTA JULIA BOT 750 ML|750|ml|SANTA JULIA
7790040143739|1|GALLET.DUL.RELL.CHOCO COOKIES BON O BON COFLER PAQ 105.6 GRM|105.6|grm|COFLER
7797906054925|1|PAPAS NOISETTE CLASICAS MC CAIN BSA 600 GRM|600|grm|MC CAIN
7797942006223|1|JENGIBRE X KG|1|kgm|Sin Marca
7790070417299|1|BIZCOCHUELO SAB/CHOCOLATE FAVORITA PAQ 450 GRM|450|grm|FAVORITA
7793742005053|1|TONICO DERMAGLOS HIDRATAN|200.00|cm3|DERMAGLOS
7790900015190|1|REPUESTO AIRE PUR ANTIH.UNIV.CEDRO 250gr|1|uni.|INDUSTRIAS IBERIA S.A.I.C
7794170039917|1|TOALLON ARCO IRIS DETROIT 80x150|1|uni.|SAHADE S.A.
7791130003643|1|JABON LIQUIDO WOOLITE BEBE DOY 900 ML|900|ml|WOOLITE
7790927817135|1|PAÑO ABSORBENTE MEDIA NARANJA PAQ 3 UNI|3|uni|MEDIA NARANJA
7790010002660|1|TOALLITAS ESPEC.SUAVES C/ALAS SIEMPRE LIBRE PAQ 16 UNI|16|uni|SIEMPRE LIBRE
7790070231949|1|ACETO BÁLSAMICO LIRA BOT 250 ML|250|ml|LIRA
7798067566838|1|TE ARAN HBS OASIS 20U|40.00|gr|HIERBAS DEL OASIS
7792750000388|1|ATUN MARBELLA DESMENUZADO|170.00|gr|MARBELLA
7790577043595|1|VINO RUTINI CAB FRANC MAL|750.00|cm3|RUTINI
7790117001504|1|GUANTES SKAY DECORADOS T/U 1PAR|1|uni.|NECHO S.A.
7793350000280|1|ESPONJA BRILLO CALZADO WASSINGTON PAQ 1 UNI|1|uni|WASSINGTON
7791758119900|1|FREEZER GAFA FGHI300B-L|1.00|unidad|GAFA
6941812763858|1|CEL XIAOMI MI NOTE 13 GRE|1.00|unidad|XIAOMI
7798083817693|1|DET LIQ ROPA P PCIO DP VD|800.00|cm3|PRIMER PRECIO
7899975803180|1|PALITO HELADO C/CREMA Y CHOCO. OREO CJA 260 GRM|260|grm|OREO
7798098028282|1|FRUTAS FRUTOS ROJOS SOLIMENO PAQ 500 GRM|500|grm|SOLIMENO
7790416066426|1|QUITAESM.CUTEX HUMEC.ALME|50.00|cm3|CUTEX
4895125910008|1|PINZA P/DEPIL.NEGRA MATE PUNTA INCLINADA BASICARE BLI 1 UNI|1|uni|BASICARE
7794626013409|1|PAÑAL HUGGIES SUPREME CARE HIPOALERGÉN.T:XXXG PAQ 48 UNI|48|uni|HUGGIES
7790580150389|1|OBLEA MAX BLOCK COFLER FWP 60 GRM|60|grm|COFLER
7798338291346|1|CREMA SAB 4 Q LAS 3 NIÑAS|190.00|gr|3 NIÑAS
7790117000422|1|SEPARADORES SEPARATA P/FREEZER 100ux19x2|100|uni.|NECHO S.A.
7892949846909|1|SABANA AJUST.PRATTA 21/2PL|1|uni.|LANTERMO S.A
7798024450316|1|REPASADOR SUAVE 40X60 MAGIC SOFT X1 UNI|1|uni|MAGIC SOFT
7798015650770|1|ZANAHORIA CORT/PEL PRECOCIDA SANTA MARIA BOL 500 GRM|500|grm|SANTA MARIA
7622202322129|1|CHOCOLATE DULCE D/LECH.BLANCO MILKA FWP 29 GRM|29|grm|MILKA
7790550000201|1|TE BIG BEN 25 SAQ PAQ|50.00|gr|BIG BEN
7791885004223|1|COCTEL CUMANA 5 FRUTAS|820.00|gr|CUMANA
7791762486562|1|REPUESTO EXITO ECOL.CUADRICULADO 288Hoja|288|uni.|LEDESMA S.A.A.I. BOIXADOS
7798037290114|1|PASTA P/CUBRIR TORTAS BALLINA S/VAINILLA|500|Gr|COTILLON SMILE
7790080017618|1|QUESO AZUL  S.GOTARDO XKG|1|kgm|SAN GOTARDO
7791290796447|1|JABÓN LIQ.CON.CUIDA.ACTIVO SKIP DOY 800 ML|800|ml|SKIP
7790040145023|1|GALL.AVENA Y CHOCOLATE CEREAL MIX PAQ 207 GRM|207|grm|CEREAL MIX
7790480089710|1|TÉ EARL GREY GREEN HILLS CJA X20 SAQ 40 GRM|40|grm|GREEN HILLS
7453077242867|1|MUÑECA TINY FASHION 1 UNI.|1|uni.|YURITY S.A.(ENE&EME)
7798374031050|1|SILLON PLAYERO CINTA A.B MADERA 7/8|1|uni.|DISTRIB.DEL PLASTIC
7790314054105|1|VINO BLANCO TORO DULCE TTB 1 LTR|1000|ml|TORO
7798103869077|1|VINO TINTO CABERNET FRANC FINCA SOPHENIA BOT 750 ML|750|ml|SOPHENIA
7790805130219|1|VINO CABERNET SAUVIGNON HUMBERTO CANALE BOT 750 CMQ|750|cmq|HUMBERTO CANALE
7798181992346|1|NOTEB ENOVA CELERON N4020|1.00|unidad|ENOVA
7790040003606|1|GALLETITAS KESITAS 75gr|75|Gr|BAGLEY ARGENTINA S.A
7792281018296|1|BASURERO ACERO INOX.C/PEDAL 3lts|1|uni.|CINCAM(CAROL) S.A.C.I.F.A. e I.
7791274200847|1|ENJUAGUE BUCAL COOL MINT ALGABO BOT 250 ML|250|ml|ALGABO
7622201735906|1|GALL.DCE C/CHIP CHOCOLATE CADBURY PEPITOS PAQ 119 GRM|119|grm|PEPITOS
7798144510105|1|TOMATE TRITURADO INCA LAT 400 GRM|400|grm|INCA
7795293202158|1|PAN LACTEADO DON YEYO|600.00|gr|DON YEYO
7790787960460|1|YOG ILOLAY ENT DCE D LEC|190.00|gr|ILOLAY
7792798014163|1|CERVEZA ANDES ORIGEN RUBIA PAK X4 UNI 2840 ML|2840|ml|ANDES ORIGEN
7794520868877|1|PAPAS FRITAS SAB.CHEDDAR KRACHITOS PAQ 90 GRM|90|grm|KRACHITOS
7509552923902|1|TIN NUTRISSE TON70 ALMEND|1.00|unidad|NUTRISSE
7795735601204|1|MADALENAS DON SATUR CHOCOLATE C/DCE LCH PAQ 220 GM|220|grm|DON SATUR
7790580118273|1|CARAMELOS ARCOR MENTA  C/CHOCOLATE BOL 715 GRM|715|grm|ARCOR
7790580151263|1|CARAMELOS MASTI PALOTES EXTREME MOGUL PAQ 80 GRM|80|grm|MOGUL
7798104307950|1|TÉ C/DDL.Y FRUTOS ROJOS INTI ZEN CJA 30 GRM|30|grm|INTI ZEN
7796962003267|1|LED MOTOROLA 43 MT4310|1.00|unidad|MOTOROLA
7798181510441|1|*GALLETITAS SMAMS CHOCO 250gr|250|Gr|WELLINGTON FOOD
7791293046129|1|JABON LIQUIDO ANTIBANCTERIAL DOVE BOT 250 ML|250|ml|DOVE
7790310984390|1|PALITOS SALADOS SAB QUESO PEHUAMAR PAQ 90 GRM|90|grm|PEHUAMAR
7790580104375|1|CHOCOLATE 50% CACAO ARCOR FWP 80 GRM|80|grm|ARCOR
7790072001014|1|SAL CELUSAL FINA PAQ. 500GR.|500|Gr|IND.QUIM. Y MIN. TIMBO S.A.
7798088960264|1|MERMELADA EL BROCAL FRUTOS ROJOS FRA 420 GRM|420|grm|EL BROCAL
7798046530027|1|AJO EN MALLA BOL 2 UNI|2|uni|.
7790580141844|1|PAST.D/GOMA JELLY BEANS MOGUL PAQ 50 GRM|50|grm|MOGUL
7794000006553|1|ADEREZO AJO HELLMANNS POU 250 GRM|250|grm|HELLMANNS
7792222002780|1|PAST. DRF MENTOL|23.00|gr|DRF
7796962997320|1|CEL MOTO EDGE 40 MAGENTA|1.00|unidad|MOTOROLA
7798088280072|1|MIEL MARIA SILVINA 250gr.|250|Gr|API RIO DE BRACCO LUCAS GABRIEL
7450077125084|1|SET SONAJEROS BABU TOYS SET|1|uni.|YURITY S.A.(ENE&EME)
7790071070219|1|TOSTADAS PROTEICAS LIBRES RIERA PAQ 200 GRM|200|grm|RIERA
7798157740131|1|GALL.MARINERAS AZUCARADAS RIANITOS PAQ 170 GRM|170|grm|RIANITOS
7509546702605|1|CREMA DENTAL ORIG.MINT COLGATE CJA 90 GRM|90|grm|COLGATE
7798080520077|1|ACEITE OLIVA LA TOSCANA EXTRA VIRGEN  BOT 500 ML|500|ml|LA TOSCANA
7798028020478|1|YERBA MATE DULCE ADELGA MATE PAQ 500 GRM|500|grm|ADELGAMATE
7790653061598|1|LAV LG WM8516WE6|1.00|unidad|LG
7798422620014|1|MONSTER ENERGY GREEN X 473CC|1.00|unidad|Sin Marca
8904227319773|1|SAHUMERIOS ZED BLACK HEXAGONAL 15un|15|uni.|YURITY S.A.(ENE&EME)
4006000196084|1|ANTITRANS.FRESH AGUA D/COCO NIVEA AER 150 ML|150|ml|NIVEA
7798164190165|1|PAN DE MESA LACTEADO MIMAGO BSA 360 GRM|360|grm|MIMAGO
7796962985587|1|AIRE NOBLEX FC NXS25HA3AN|1.00|unidad|NOBLEX
7791102002704|1|YERBA COOPERATIVA|500.00|gr|COOPERATIVA
7798074865313|1|VINO TINTO MALBEC RESERVA SALENTEIN BOT 750 ML|750|ml|SALENTEIN
7613287225511|1|ALIM.P/PERRO AD.MED/GDE SAB. POLLO Y CARNE BSA 2 KGM|2|kgm|PURINA ONE
7798016105309|1|BOCADITOS D/POLLO REBOZ. TRES ARROYOS BSA 1 KGM|1|kgm|TRES ARROYOS
7798094223292|1|TORT.SAB.VAIN.RELL.MEMBRILLO AIRES DE LUJÁN FWP 30 GRM|30|grm|AIRES DE LUJAN
7792900093338|1|AJI MOLIDO DOS ANCLAS SOB 25 GRM|25|grm|DOS ANCLAS
7792350067644|1|CHOC AMAR LA GRINGA CREM|300.00|gr|LA GRINGA
7798120231208|1|PIZZERA EL SIGLO ALUMINIO N35|1|uni.|MENAJE EL SIGLO
4023103203761|1|MOPA MICROFIBRA PREMIUM 2EN1 REPUESTO VILEDA BSA 1 UNI|1|uni|VILEDA
5054563054975|1|CREMA DENT.PARADONTAX COMP.PROT. 126gr|126|Gr|GLAXO SMITH KLINE ARGENTINA S.A.
7891010257385|1|SHAMPOO FRAG.PROL. JOHNSON S BABY POU 180 ML|180|ml|JOHNSON S BABY
7791290793675|1|SUAVIZANTE D/ROPA CLÁSICO COMFORT DOY 3 LTR|3|ltr|COMFORT
7796373002330|1|ESPECIAS SURT PARMESANA|50.00|gr|PARMESANA
7798065731917|1|AGUA SIERRA DE LOS PADRES CITRUS C/GAS 5|500|cc|NUTRECO ALIMENTOS S.A. .
7795128005121|1|*VIANDA MATERA PLIP APILABLE.C/MATE 3CUE|1|uni.|U.D.SIENA SA
8437008383019|1|QUESO CREMA LIGHT QUESCREM POT 200 GRM|200|grm|QUESCREM
7790158229806|1|MIEL LIQUIDA ORGÁNICA ALELUYA POT 500 GRM|500|grm|ALELUYA
7798304570598|1|COCI ELEC FLORENCIA 8638F|1.00|unidad|FLORENCIA
